G3_Anchor,Lineage,BuddyID,ChildScreenName
1,AliceMulheron,AliceMulheron:nadiasdaly,255320178,nadiasdaly
2,AliceMulheron,AliceMulheron:IndigenousX,172652106,IndigenousX
3,AliceMulheron,AliceMulheron:amandahoh,28497262,amandahoh
0,sistazai,sistazai:ninaspringle,15955970,ninaspringle
0,hamdiissawi,hamdiissawi:genna_buck,30925532,genna_buck
0,woolymacith,woolymacith:IWF,16667912,IWF
0,renildedw,renildedw:LaCuochina,222491618,LaCuochina
0,chrispurr,chrispurr:scottbrison,76710096,scottbrison
0,AlmogElijis,AlmogElijis:mdubowitz,48252327,mdubowitz
1,AlmogElijis,AlmogElijis:Mosheh,14153020,Mosheh
2,AlmogElijis,AlmogElijis:JulieAnnSilver,26339945,JulieAnnSilver
3,AlmogElijis,AlmogElijis:ifindkarma,1688,ifindkarma
0,mschwirtz,mschwirtz:kemettler,243020048,kemettler
1,mschwirtz,mschwirtz:MariahCBlake,454098126,MariahCBlake
0,skestenbaum,skestenbaum:JudahAriGross,75958972,JudahAriGross
1,skestenbaum,skestenbaum:RafiLetzter,1684237219,RafiLetzter
0,salcedonews,salcedonews:PrestonTVNews,599110041,PrestonTVNews
0,miajtorres,miajtorres:kemettler,243020048,kemettler
0,CoreyWSOC9,CoreyWSOC9:JohnCarterWBTV,125970786,JohnCarterWBTV
0,BradleyByrne,BradleyByrne:edokeefe,16930125,edokeefe
0,renee005,renee005:CarsonDaly,17498493,CarsonDaly
1,renee005,renee005:IWF,16667912,IWF
0,attackerman,attackerman:ZoeTillman,52392666,ZoeTillman
0,jerryiannelli,jerryiannelli:Zigmanfreud,558360059,Zigmanfreud
1,jerryiannelli,jerryiannelli:kemettler,243020048,kemettler
2,jerryiannelli,jerryiannelli:nadiasdaly,255320178,nadiasdaly
3,jerryiannelli,jerryiannelli:BrittanyWallman,20316308,BrittanyWallman
0,TinaDesireeBerg,TinaDesireeBerg:ElsaRamonOnAir,20634119,ElsaRamonOnAir
1,TinaDesireeBerg,TinaDesireeBerg:DavidCornDC,15220768,DavidCornDC
0,SamAugustDean,SamAugustDean:JeffSharlet,15268600,JeffSharlet
0,Sarah_K_Brooks,Sarah_K_Brooks:statesman,5692542,statesman
1,Sarah_K_Brooks,Sarah_K_Brooks:PrestonTVNews,599110041,PrestonTVNews
2,Sarah_K_Brooks,Sarah_K_Brooks:MitchCarrNews,174801091,MitchCarrNews
3,Sarah_K_Brooks,Sarah_K_Brooks:edokeefe,16930125,edokeefe
0,nicopitney,nicopitney:DaniNierenberg,33098495,DaniNierenberg
1,nicopitney,nicopitney:Zigmanfreud,558360059,Zigmanfreud
2,nicopitney,nicopitney:statesman,5692542,statesman
3,nicopitney,nicopitney:kemettler,243020048,kemettler
0,mkramer,mkramer:Tapeterman,77201760,Tapeterman
1,mkramer,mkramer:digiphile,1175221,digiphile
2,mkramer,mkramer:sairakh,35307407,sairakh
3,mkramer,mkramer:MariahCBlake,454098126,MariahCBlake
0,jaykaydee,jaykaydee:AJentleson,17466132,AJentleson
1,jaykaydee,jaykaydee:mirandan247,18615231,mirandan247
2,jaykaydee,jaykaydee:BirdNoteRadio,111359139,BirdNoteRadio
0,SciFleur,SciFleur:kemettler,243020048,kemettler
1,SciFleur,SciFleur:isaacleep,216695058,isaacleep
0,CathyAlter,CathyAlter:lancegould,17442710,lancegould
0,StenderWorld,StenderWorld:KarlBode,14922908,KarlBode
1,StenderWorld,StenderWorld:ifindkarma,1688,ifindkarma
0,dsamuelsohn,dsamuelsohn:DavidLauter,322658287,DavidLauter
1,dsamuelsohn,dsamuelsohn:merica,36890646,merica
2,dsamuelsohn,dsamuelsohn:votevets,16513335,votevets
3,dsamuelsohn,dsamuelsohn:jaysbookman,21684595,jaysbookman
0,karenpinchin,karenpinchin:DaniNierenberg,33098495,DaniNierenberg
0,misstessowen,misstessowen:nickpwing,83788240,nickpwing
1,misstessowen,misstessowen:georgeeaton,20668369,georgeeaton
2,misstessowen,misstessowen:IChotiner,571297251,IChotiner
0,KatEschner,KatEschner:Tess_Townsend,2706872107,Tess_Townsend
1,KatEschner,KatEschner:joe_zadeh,26992649,joe_zadeh
0,CaitLChandler,CaitLChandler:John_Hudson,26668729,John_Hudson
1,CaitLChandler,CaitLChandler:IRWorldwide,27855248,IRWorldwide
2,CaitLChandler,CaitLChandler:timmcdonnell,239931382,timmcdonnell
3,CaitLChandler,CaitLChandler:kemc,16049944,kemc
0,samdavspeak,samdavspeak:asabenn,24234737,asabenn
0,asabenn,asabenn:fabrashiap,52322559,fabrashiap
0,jackwdoyle,jackwdoyle:amberdebotton,19525458,amberdebotton
0,jaCattell,jaCattell:FullFact,80862758,FullFact
0,katewilsea,katewilsea:asabenn,24234737,asabenn
1,katewilsea,katewilsea:georgeeaton,20668369,georgeeaton
0,lee_georgina,lee_georgina:IWF,16667912,IWF
1,lee_georgina,lee_georgina:georgeeaton,20668369,georgeeaton
0,skybod,skybod:BenjaminWiacek,126143100,BenjaminWiacek
1,skybod,skybod:MrRobertNisbet,16591979,MrRobertNisbet
2,skybod,skybod:CCHQPress,56679400,CCHQPress
3,skybod,skybod:TessaHartmann,288483376,TessaHartmann
0,jamiepow,jamiepow:JeffreyPeel,23587765,JeffreyPeel
0,allisonpearson,allisonpearson:dryadusingh,79715929,dryadusingh
0,SebastianEPayne,SebastianEPayne:JamesCrisp6,360659189,JamesCrisp6
0,bridgeyb,bridgeyb:timsenior,14404000,timsenior
1,bridgeyb,bridgeyb:ellenmfanning,242666205,ellenmfanning
2,bridgeyb,bridgeyb:BenOquist,24335974,BenOquist
0,kgittleson,kgittleson:RichEdsonDC,213767250,RichEdsonDC
0,oskar_forsberg,oskar_forsberg:detljuvalivet,19778134,detljuvalivet
0,TimesKennedy,TimesKennedy:jossgarman,162869238,jossgarman
0,folo1976,folo1976:BinduRai,19957734,BinduRai
0,CarolineWyatt,CarolineWyatt:VinnyMcAv,70991021,VinnyMcAv
1,CarolineWyatt,CarolineWyatt:LOS_Fisher,412978698,LOS_Fisher
0,citizenlaura,citizenlaura:FellowMarkW,554527155,FellowMarkW
1,citizenlaura,citizenlaura:Biggreenbooks,78553276,Biggreenbooks
2,citizenlaura,citizenlaura:OliverWyman,18850817,OliverWyman
0,JoPlattMP,JoPlattMP:amberdebotton,19525458,amberdebotton
0,Fulup,Fulup:SrebrenicaUK,1560619028,SrebrenicaUK
0,J_Allchin,J_Allchin:edokeefe,16930125,edokeefe
0,johnquinley3,johnquinley3:sam_vadas,203509091,sam_vadas
0,GinaAVale,GinaAVale:Steven_Swinford,224568664,Steven_Swinford
0,NinaDSchick,NinaDSchick:shanecroucher,22430771,shanecroucher
1,NinaDSchick,NinaDSchick:dieGamon,37776042,dieGamon
2,NinaDSchick,NinaDSchick:arusbridger,19534873,arusbridger
0,ericmbudd,ericmbudd:elephantjournal,17514354,elephantjournal
1,ericmbudd,ericmbudd:kevinmd,11274452,kevinmd
2,ericmbudd,ericmbudd:ifindkarma,1688,ifindkarma
0,JohnJayCollege,JohnJayCollege:FellowMarkW,554527155,FellowMarkW
0,JacquieLaRocque,JacquieLaRocque:rachaiello,204305619,rachaiello
0,akkingon,akkingon:IWF,16667912,IWF
0,SteveJapinga,SteveJapinga:ChadLivengood,23545095,ChadLivengood
0,SenatorSantana,SenatorSantana:ChadLivengood,23545095,ChadLivengood
0,ABalaskovitz,ABalaskovitz:ChadLivengood,23545095,ChadLivengood
0,realHeatherD,realHeatherD:ifindkarma,1688,ifindkarma
0,MakingNews,MakingNews:JohnNiyo,44144385,JohnNiyo
1,MakingNews,MakingNews:ChadLivengood,23545095,ChadLivengood
2,MakingNews,MakingNews:reporterdavidj,263334780,reporterdavidj
3,MakingNews,MakingNews:Rosenberg_Mike,190688122,Rosenberg_Mike
0,michelleruiz,michelleruiz:lea,14802104,lea
1,michelleruiz,michelleruiz:ira,20926233,ira
0,micheleweldon,micheleweldon:RushMedical,36131454,RushMedical
1,micheleweldon,micheleweldon:psullivan1,9720702,psullivan1
2,micheleweldon,micheleweldon:lancegould,17442710,lancegould
3,micheleweldon,micheleweldon:amyoleary,16059332,amyoleary
0,nataliereports,nataliereports:coreydu,5442642,coreydu
1,nataliereports,nataliereports:lkherman,890267965,lkherman
2,nataliereports,nataliereports:rpbp,13168412,rpbp
3,nataliereports,nataliereports:ifindkarma,1688,ifindkarma
0,barbour_haley,barbour_haley:linhmaita,395102879,linhmaita
0,charles_gaba,charles_gaba:ImThomasGibson,765622881115975680,ImThomasGibson
1,charles_gaba,charles_gaba:jaysbookman,21684595,jaysbookman
0,chelchelsays,chelchelsays:AlexDiLalla,309907190,AlexDiLalla
0,nancyrockland,nancyrockland:jfitzgibbon,48061907,jfitzgibbon
1,nancyrockland,nancyrockland:IWF,16667912,IWF
0,MackRosenberg,MackRosenberg:edokeefe,16930125,edokeefe
0,donaldderosa,donaldderosa:Melissa__Hanson,273716758,Melissa__Hanson
0,CatRuncie,CatRuncie:rolandscahill,19865053,rolandscahill
1,CatRuncie,CatRuncie:ifindkarma,1688,ifindkarma
0,sherrifflucy,sherrifflucy:DaniNierenberg,33098495,DaniNierenberg
1,sherrifflucy,sherrifflucy:MariahCBlake,454098126,MariahCBlake
2,sherrifflucy,sherrifflucy:akannampilly,200405440,akannampilly
3,sherrifflucy,sherrifflucy:IRWorldwide,27855248,IRWorldwide
0,sachadarke,sachadarke:RoryStewartUK,131926473,RoryStewartUK
0,ARJourdan,ARJourdan:sam_vadas,203509091,sam_vadas
0,Megsahokie,Megsahokie:IWF,16667912,IWF
0,rushumedcollege,rushumedcollege:RushMedical,36131454,RushMedical
0,erwin_renaldi,erwin_renaldi:sclark_melbs,35362720,sclark_melbs
1,erwin_renaldi,erwin_renaldi:nadiasdaly,255320178,nadiasdaly
0,jamesmassola,jamesmassola:stephenwrightAP,2426910314,stephenwrightAP
1,jamesmassola,jamesmassola:VinceRugari,18885134,VinceRugari
0,abookbinder,abookbinder:LaurenYoung,19785281,LaurenYoung
1,abookbinder,abookbinder:davidakaye,586960773,davidakaye
0,moira,moira:gregpmiller,242907470,gregpmiller
1,moira,moira:willwilkinson,2568461,willwilkinson
2,moira,moira:AJentleson,17466132,AJentleson
0,AndyBrown1_,AndyBrown1_:MariahCBlake,454098126,MariahCBlake
1,AndyBrown1_,AndyBrown1_:takvera,30644410,takvera
0,rte,rte:gregpmiller,242907470,gregpmiller
1,rte,rte:jangles,47973,jangles
2,rte,rte:BKilmartinIT,1581831332,BKilmartinIT
0,Muckian,Muckian:philouza,16550463,philouza
0,Emma___Nolan,Emma___Nolan:IWF,16667912,IWF
0,djmarkkavanagh,djmarkkavanagh:LordHumphreys,75414252,LordHumphreys
0,ShawabIqbal,ShawabIqbal:mowords,15528960,mowords
0,pmorganbentley,pmorganbentley:asabenn,24234737,asabenn
1,pmorganbentley,pmorganbentley:CCHQPress,56679400,CCHQPress
2,pmorganbentley,pmorganbentley:IWF,16667912,IWF
3,pmorganbentley,pmorganbentley:BBCNewsPR,1157734974,BBCNewsPR
0,katherineefoley,katherineefoley:RafiLetzter,1684237219,RafiLetzter
1,katherineefoley,katherineefoley:meggophone,418934617,meggophone
0,robindepeyer,robindepeyer:SebastianEPayne,162473641,SebastianEPayne
1,robindepeyer,robindepeyer:kirkkorner,22254907,kirkkorner
2,robindepeyer,robindepeyer:georgeeaton,20668369,georgeeaton
0,cushmanMLB,cushmanMLB:Melissa__Hanson,273716758,Melissa__Hanson
1,cushmanMLB,cushmanMLB:JulieAnnSilver,26339945,JulieAnnSilver
0,Tebow15believer,Tebow15believer:rolandscahill,19865053,rolandscahill
0,phylogenomics,phylogenomics:Tess_Townsend,2706872107,Tess_Townsend
0,mamanzana,mamanzana:allanbrocka,19921215,allanbrocka
0,SciStorytellers,SciStorytellers:phylogenomics,15154811,phylogenomics
0,shaunoboyle,shaunoboyle:JBYoder,19984919,JBYoder
0,bannerite,bannerite:SarahBurris,40711129,SarahBurris
1,bannerite,bannerite:lancegould,17442710,lancegould
2,bannerite,bannerite:TheAmyCarlson,23806195,TheAmyCarlson
3,bannerite,bannerite:ifindkarma,1688,ifindkarma
0,discoysteboe,discoysteboe:CoMissourian,15533253,CoMissourian
0,NurtureCharity,NurtureCharity:rte,1245699895,rte
1,NurtureCharity,NurtureCharity:mentalhealth,80294798,mentalhealth
0,soc_protection,soc_protection:DaniNierenberg,33098495,DaniNierenberg
0,GemmaFox__,GemmaFox__:IRWorldwide,27855248,IRWorldwide
0,journojoel,journojoel:joe_zadeh,26992649,joe_zadeh
1,journojoel,journojoel:TheIndyBusiness,540026765,TheIndyBusiness
0,SamUBloomberg,SamUBloomberg:evans_edward,292218320,evans_edward
0,typicalfeminist,typicalfeminist:SarahBurris,40711129,SarahBurris
1,typicalfeminist,typicalfeminist:KaitlinFlanigan,22597558,KaitlinFlanigan
2,typicalfeminist,typicalfeminist:KateMedia,195989000,KateMedia
0,TheLayReporter,TheLayReporter:PrestonTVNews,599110041,PrestonTVNews
0,alishakapishaa,alishakapishaa:HaleyOverland,13132422,HaleyOverland
0,jefflagerquist,jefflagerquist:grassreporter,20423695,grassreporter
0,jonfranks,jonfranks:Zigmanfreud,558360059,Zigmanfreud
1,jonfranks,jonfranks:coreydu,5442642,coreydu
2,jonfranks,jonfranks:abbydphillip,126722715,abbydphillip
3,jonfranks,jonfranks:votevets,16513335,votevets
0,NoamLee,NoamLee:Philip_Elliott,16898332,Philip_Elliott
1,NoamLee,NoamLee:jameshohmann,24439201,jameshohmann
0,_ceilidh,_ceilidh:meaganmday,547007735,meaganmday
0,AnthGeek,AnthGeek:JBYoder,19984919,JBYoder
0,heycori,heycori:kemettler,243020048,kemettler
0,MissLynneNYC,MissLynneNYC:rolandscahill,19865053,rolandscahill
0,FlyingOverTr0ut,FlyingOverTr0ut:ifindkarma,1688,ifindkarma
0,price_laborecon,price_laborecon:AlecMacGillis,436925910,AlecMacGillis
0,ChipGibbons89,ChipGibbons89:RachelBLevinson,601985933,RachelBLevinson
0,CTLizB,CTLizB:DaniNierenberg,33098495,DaniNierenberg
1,CTLizB,CTLizB:MariahCBlake,454098126,MariahCBlake
2,CTLizB,CTLizB:KumarRaoNYC,3883482634,KumarRaoNYC
0,ReuvenBlau,ReuvenBlau:mschwirtz,29478953,mschwirtz
1,ReuvenBlau,ReuvenBlau:jbinckes,108358161,jbinckes
2,ReuvenBlau,ReuvenBlau:TuttleSinger,66146362,TuttleSinger
3,ReuvenBlau,ReuvenBlau:njburkett7,18493809,njburkett7
0,pix11magee,pix11magee:njburkett7,18493809,njburkett7
0,randimarshall,randimarshall:Zigmanfreud,558360059,Zigmanfreud
1,randimarshall,randimarshall:mattwilstein,86870268,mattwilstein
2,randimarshall,randimarshall:CharlotteAlter,774510134,CharlotteAlter
3,randimarshall,randimarshall:edokeefe,16930125,edokeefe
0,DavidKlion,DavidKlion:TMclaughlin3,484679349,TMclaughlin3
1,DavidKlion,DavidKlion:mariayagoda,377075543,mariayagoda
2,DavidKlion,DavidKlion:steven_metz,114565156,steven_metz
3,DavidKlion,DavidKlion:ifindkarma,1688,ifindkarma
0,ZachFisch,ZachFisch:MariahCBlake,454098126,MariahCBlake
1,ZachFisch,ZachFisch:ElaineAyala,21583191,ElaineAyala
0,OzzyForMayor,OzzyForMayor:DeathAndTaxes,15823588,DeathAndTaxes
0,RJ_Sachdev,RJ_Sachdev:OzzyForMayor,223885276,OzzyForMayor
0,MeiStueck,MeiStueck:lmn80,15297249,lmn80
0,BastianBrauns,BastianBrauns:lmn80,15297249,lmn80
0,Gerardi,Gerardi:pang,17542767,pang
1,Gerardi,Gerardi:Danielleri,45487007,Danielleri
2,Gerardi,Gerardi:DennisPerkins5,715228825,DennisPerkins5
0,jameskleimann,jameskleimann:amyoleary,16059332,amyoleary
0,erbrod,erbrod:megkesh,1287251676,megkesh
1,erbrod,erbrod:noahr,8265732,noahr
2,erbrod,erbrod:nickpwing,83788240,nickpwing
0,natemcdermott,natemcdermott:AsherSchechter,118608630,AsherSchechter
1,natemcdermott,natemcdermott:robbie_couch,16648821,robbie_couch
2,natemcdermott,natemcdermott:ifindkarma,1688,ifindkarma
0,nesslawrence,nesslawrence:ByEichler,1046659700,ByEichler
1,nesslawrence,nesslawrence:ninalasvegas,16345086,ninalasvegas
2,nesslawrence,nesslawrence:AndrewBrownAU,467951741,AndrewBrownAU
3,nesslawrence,nesslawrence:VinceRugari,18885134,VinceRugari
0,sidhubaba,sidhubaba:saksappeal,73981897,saksappeal
0,jacsrice,jacsrice:ifindkarma,1688,ifindkarma
0,Mantzarlis,Mantzarlis:digiphile,1175221,digiphile
1,Mantzarlis,Mantzarlis:ErshadAlijani,282795728,ErshadAlijani
2,Mantzarlis,Mantzarlis:isaacleep,216695058,isaacleep
0,samtranum,samtranum:David_McNair,341182645,David_McNair
0,beccacaddy,beccacaddy:juhasaarinen,15829574,juhasaarinen
1,beccacaddy,beccacaddy:chrissahardy,385570301,chrissahardy
2,beccacaddy,beccacaddy:paulreset,23423450,paulreset
3,beccacaddy,beccacaddy:MaryEmilyOHara,1077017899,MaryEmilyOHara
0,RicaElysee,RicaElysee:techmama,2390651,techmama
0,faseidl,faseidl:rolandscahill,19865053,rolandscahill
0,MonicaJonesGMA,MonicaJonesGMA:MalikYoba,20472641,MalikYoba
1,MonicaJonesGMA,MonicaJonesGMA:IWF,16667912,IWF
2,MonicaJonesGMA,MonicaJonesGMA:edokeefe,16930125,edokeefe
0,The_FineMan,The_FineMan:amirtibon,264879105,amirtibon
1,The_FineMan,The_FineMan:Mosheh,14153020,Mosheh
2,The_FineMan,The_FineMan:edokeefe,16930125,edokeefe
3,The_FineMan,The_FineMan:suvCBS,16261201,suvCBS
0,erinnstew,erinnstew:HaleyOverland,13132422,HaleyOverland
0,joshshepperd,joshshepperd:RachelBLevinson,601985933,RachelBLevinson
1,joshshepperd,joshshepperd:JeffSharlet,15268600,JeffSharlet
2,joshshepperd,joshshepperd:KarlBode,14922908,KarlBode
3,joshshepperd,joshshepperd:linzsports,105707045,linzsports
0,MarianneDez,MarianneDez:phylogenomics,15154811,phylogenomics
0,PKgourmet,PKgourmet:caromeldrum,110905615,caromeldrum
0,LauraFFeinstein,LauraFFeinstein:MariahCBlake,454098126,MariahCBlake
1,LauraFFeinstein,LauraFFeinstein:asherhuey,14128974,asherhuey
2,LauraFFeinstein,LauraFFeinstein:TheJewishDream,17446141,TheJewishDream
3,LauraFFeinstein,LauraFFeinstein:isaacleep,216695058,isaacleep
0,ElizabethAngell,ElizabethAngell:michelleruiz,22840327,michelleruiz
1,ElizabethAngell,ElizabethAngell:nadinecourtney,14629186,nadinecourtney
2,ElizabethAngell,ElizabethAngell:hels,15676413,hels
0,kayleener,kayleener:lgbtqfc,18373034,lgbtqfc
0,m_terhalle,m_terhalle:MKarnitschnig,531355345,MKarnitschnig
0,tobiaspfella,tobiaspfella:MKarnitschnig,531355345,MKarnitschnig
0,KonstantinKuhle,KonstantinKuhle:MKarnitschnig,531355345,MKarnitschnig
0,neuigkeitenchef,neuigkeitenchef:lmn80,15297249,lmn80
1,neuigkeitenchef,neuigkeitenchef:tanit,962305009,tanit
0,DrRachaelF,DrRachaelF:rolandscahill,19865053,rolandscahill
0,LiamMcIlvanney,LiamMcIlvanney:StopFundingHate,754604381048344576,StopFundingHate
0,True_Canuck1,True_Canuck1:IWF,16667912,IWF
0,miss9afi,miss9afi:dryadusingh,79715929,dryadusingh
0,kat_nkuna,kat_nkuna:TheInfoNG,989202752,TheInfoNG
0,iamtarrynsmith,iamtarrynsmith:CityofJoburgZA,517306957,CityofJoburgZA
0,ChrisEgan5,ChrisEgan5:PrestonTVNews,599110041,PrestonTVNews
0,PrestonTVNews,PrestonTVNews:DaniNierenberg,33098495,DaniNierenberg
1,PrestonTVNews,PrestonTVNews:wordsofwalsh,256241594,wordsofwalsh
2,PrestonTVNews,PrestonTVNews:coreydu,5442642,coreydu
3,PrestonTVNews,PrestonTVNews:edokeefe,16930125,edokeefe
0,RyanFSloane,RyanFSloane:HeatherChilders,220081296,HeatherChilders
1,RyanFSloane,RyanFSloane:Kevinnbcla,295928842,Kevinnbcla
2,RyanFSloane,RyanFSloane:SonyaCNN,201990933,SonyaCNN
3,RyanFSloane,RyanFSloane:pvercammencnn,151116120,pvercammencnn
0,RentonFireL864,RentonFireL864:PrestonTVNews,599110041,PrestonTVNews
0,JHuertaK5,JHuertaK5:ronjonesreports,16703345,ronjonesreports
0,josephirace,josephirace:RonicaCleary,33777803,RonicaCleary
0,KaitlynKanzler8,KaitlynKanzler8:KentuckyRAG,251950200,KentuckyRAG
0,vixkennedy,vixkennedy:TessaHartmann,288483376,TessaHartmann
0,stevewbeales,stevewbeales:asabenn,24234737,asabenn
1,stevewbeales,stevewbeales:VinnyMcAv,70991021,VinnyMcAv
0,virginiavigliar,virginiavigliar:DaniNierenberg,33098495,DaniNierenberg
0,maxwelltani,maxwelltani:merica,36890646,merica
1,maxwelltani,maxwelltani:Philip_Elliott,16898332,Philip_Elliott
2,maxwelltani,maxwelltani:edokeefe,16930125,edokeefe
3,maxwelltani,maxwelltani:achorowitz,21875625,achorowitz
0,itstheannmarie,itstheannmarie:AaronOrendorff,754272146,AaronOrendorff
0,fahima_haque,fahima_haque:sairakh,35307407,sairakh
1,fahima_haque,fahima_haque:dansaltzstein,37104983,dansaltzstein
2,fahima_haque,fahima_haque:jessicabennett,18149142,jessicabennett
0,feministfp,feministfp:IWF,16667912,IWF
1,feministfp,feministfp:UKinGermany,1091986813,UKinGermany
0,ninalakhani,ninalakhani:MaryEmilyOHara,1077017899,MaryEmilyOHara
0,MorganPCampbell,MorganPCampbell:SeveChambers,18393971,SeveChambers
1,MorganPCampbell,MorganPCampbell:linzsports,105707045,linzsports
0,bitterasiandude,bitterasiandude:SamSykesSwears,79309628,SamSykesSwears
0,TheAliceNelson,TheAliceNelson:KenWahl1,97912404,KenWahl1
1,TheAliceNelson,TheAliceNelson:IWF,16667912,IWF
0,InternetSniper,InternetSniper:KenWahl1,97912404,KenWahl1
1,InternetSniper,InternetSniper:IWF,16667912,IWF
0,Melissa__Hanson,Melissa__Hanson:PrestonTVNews,599110041,PrestonTVNews
1,Melissa__Hanson,Melissa__Hanson:Samara_Abramson,2767227699,Samara_Abramson
2,Melissa__Hanson,Melissa__Hanson:IWF,16667912,IWF
3,Melissa__Hanson,Melissa__Hanson:JaredWeissNBA,33816689,JaredWeissNBA
0,BreakngNewsPhtg,BreakngNewsPhtg:Melissa__Hanson,273716758,Melissa__Hanson
1,BreakngNewsPhtg,BreakngNewsPhtg:fox5dc,13918492,fox5dc
0,BostonAttorney,BostonAttorney:Melissa__Hanson,273716758,Melissa__Hanson
0,MariahCBlake,MariahCBlake:DaniNierenberg,33098495,DaniNierenberg
1,MariahCBlake,MariahCBlake:kevincarey1,66468564,kevincarey1
2,MariahCBlake,MariahCBlake:timmcdonnell,239931382,timmcdonnell
3,MariahCBlake,MariahCBlake:AlecMacGillis,436925910,AlecMacGillis
0,SuzanneMonyak,SuzanneMonyak:MariahCBlake,454098126,MariahCBlake
1,SuzanneMonyak,SuzanneMonyak:ZoeTillman,52392666,ZoeTillman
0,xshularx,xshularx:abbydphillip,126722715,abbydphillip
0,chaven,chaven:ericmetaxas,105901883,ericmetaxas
1,chaven,chaven:rubenquesada,8188202,rubenquesada
0,esilverman11,esilverman11:kemettler,243020048,kemettler
1,esilverman11,esilverman11:edunkel,15069482,edunkel
2,esilverman11,esilverman11:jameshohmann,24439201,jameshohmann
0,news_guild,news_guild:sairakh,35307407,sairakh
1,news_guild,news_guild:AmandaBecker,233985354,AmandaBecker
2,news_guild,news_guild:baynardwoods,382698473,baynardwoods
3,news_guild,news_guild:ElaineAyala,21583191,ElaineAyala
0,NewsbySchmidt,NewsbySchmidt:pcheung630,25184985,pcheung630
1,NewsbySchmidt,NewsbySchmidt:ShiaKapos,20271926,ShiaKapos
2,NewsbySchmidt,NewsbySchmidt:amyoleary,16059332,amyoleary
3,NewsbySchmidt,NewsbySchmidt:KelseyProud,15504419,KelseyProud
0,capateto,capateto:sairakh,35307407,sairakh
0,edunkel,edunkel:Biggreenbooks,78553276,Biggreenbooks
1,edunkel,edunkel:dorrine,14862077,dorrine
0,by_CKennedy,by_CKennedy:asherhuey,14128974,asherhuey
1,by_CKennedy,by_CKennedy:Green_Footballs,21785215,Green_Footballs
0,FreelanceOwl,FreelanceOwl:ronjonesreports,16703345,ronjonesreports
1,FreelanceOwl,FreelanceOwl:rpbp,13168412,rpbp
0,RyanDDeff,RyanDDeff:jfitzgibbon,48061907,jfitzgibbon
0,bglytton,bglytton:jfitzgibbon,48061907,jfitzgibbon
0,ellispalmer94,ellispalmer94:paulreset,23423450,paulreset
1,ellispalmer94,ellispalmer94:IamSusieMiller,427783053,IamSusieMiller
0,espovich,espovich:susanmbryanNM,177696530,susanmbryanNM
0,KevinMcLaughlin,KevinMcLaughlin:sppeoples,87498687,sppeoples
1,KevinMcLaughlin,KevinMcLaughlin:benpershing,106514937,benpershing
0,sarahartweir,sarahartweir:edokeefe,16930125,edokeefe
0,meliarobin,meliarobin:runvc,3249041383,runvc
0,MadhuGrewal,MadhuGrewal:digiphile,1175221,digiphile
1,MadhuGrewal,MadhuGrewal:AditiJuneja3,545630206,AditiJuneja3
2,MadhuGrewal,MadhuGrewal:ifindkarma,1688,ifindkarma
0,photo4art,photo4art:KenWahl1,97912404,KenWahl1
1,photo4art,photo4art:PrestonTVNews,599110041,PrestonTVNews
2,photo4art,photo4art:shawnsteel1,17701099,shawnsteel1
0,GameStopCentral,GameStopCentral:IWF,16667912,IWF
0,taigooden,taigooden:amyoleary,16059332,amyoleary
0,ohhaibarbietoo,ohhaibarbietoo:lkherman,890267965,lkherman
0,SRHMJournal,SRHMJournal:dsw_intl,364839357,dsw_intl
0,Tonia_Says,Tonia_Says:Keah_Maria,224456162,Keah_Maria
0,funambulator,funambulator:louisvillemayor,244123121,louisvillemayor
1,funambulator,funambulator:KelseyProud,15504419,KelseyProud
2,funambulator,funambulator:HoustonFowler,5976482,HoustonFowler
0,KyelandJ,KyelandJ:KelseyProud,15504419,KelseyProud
0,RamirezReports,RamirezReports:fox5dc,13918492,fox5dc
1,RamirezReports,RamirezReports:suvCBS,16261201,suvCBS
0,MikevWUSA,MikevWUSA:CaitlinSinett,497456245,CaitlinSinett
1,MikevWUSA,MikevWUSA:steph_march,147931936,steph_march
0,carolweis,carolweis:mariayagoda,377075543,mariayagoda
1,carolweis,carolweis:rpbp,13168412,rpbp
0,kareniristucker,kareniristucker:mariayagoda,377075543,mariayagoda
0,mohamma64508589,mohamma64508589:barbjungr,29585508,barbjungr
0,nicknbcboston,nicknbcboston:NECN,9907172,NECN
0,lawrence_wray,lawrence_wray:dscofield,18507464,dscofield
0,emilyroseman1,emilyroseman1:jameshohmann,24439201,jameshohmann
0,WillBlackWriter,WillBlackWriter:barbjungr,29585508,barbjungr
1,WillBlackWriter,WillBlackWriter:NafeezAhmed,110692399,NafeezAhmed
0,johnm,johnm:kristinluck,19954443,kristinluck
0,prakchanthul,prakchanthul:andykopsa,103905161,andykopsa
0,Asher_Wolf,Asher_Wolf:VinceRugari,18885134,VinceRugari
1,Asher_Wolf,Asher_Wolf:brianrayguitar,29770862,brianrayguitar
2,Asher_Wolf,Asher_Wolf:TeeMcSee,481324580,TeeMcSee
3,Asher_Wolf,Asher_Wolf:chrissahardy,385570301,chrissahardy
0,DonnaAN1,DonnaAN1:margheritamvs,47793869,margheritamvs
0,petereales,petereales:NafeezAhmed,110692399,NafeezAhmed
0,kniggem,kniggem:Samara_Abramson,2767227699,Samara_Abramson
1,kniggem,kniggem:jaysbookman,21684595,jaysbookman
