G3_Anchor,Lineage,BuddyID,ChildScreenName
2,kniggem,kniggem:JimLaPorta,2575205850,JimLaPorta
0,LondonEconomic,LondonEconomic:barbjungr,29585508,barbjungr
1,LondonEconomic,LondonEconomic:NatalieDPowell,17323194,NatalieDPowell
0,ManufacturingNI,ManufacturingNI:Torcuil,27844589,Torcuil
0,Ali_Gharib,Ali_Gharib:mike_giglio,244743317,mike_giglio
1,Ali_Gharib,Ali_Gharib:kevincarey1,66468564,kevincarey1
2,Ali_Gharib,Ali_Gharib:BenReininga,17114911,BenReininga
3,Ali_Gharib,Ali_Gharib:IChotiner,571297251,IChotiner
0,NeilHaleyShow,NeilHaleyShow:RichNegrin,87732141,RichNegrin
0,Azi,Azi:zainabshah,36007510,zainabshah
1,Azi,Azi:anisamhusain,192118416,anisamhusain
2,Azi,Azi:dansaltzstein,37104983,dansaltzstein
3,Azi,Azi:Danielleri,45487007,Danielleri
0,mattikovler,mattikovler:JulieAnnSilver,26339945,JulieAnnSilver
0,ungarino,ungarino:anblanx,17314616,anblanx
0,StevePeers,StevePeers:kimwillsher1,239964092,kimwillsher1
1,StevePeers,StevePeers:FCOPeterAbbott,2549503412,FCOPeterAbbott
2,StevePeers,StevePeers:tanit,962305009,tanit
3,StevePeers,StevePeers:LOS_Fisher,412978698,LOS_Fisher
0,rickberke,rickberke:pauldemko,16067683,pauldemko
1,rickberke,rickberke:RyanHoleywell,7195902,RyanHoleywell
0,kevindgrant,kevindgrant:jeffcanoy,108281230,jeffcanoy
1,kevindgrant,kevindgrant:JillLanglois,25469636,JillLanglois
2,kevindgrant,kevindgrant:rpbp,13168412,rpbp
3,kevindgrant,kevindgrant:EricCarvin,17820399,EricCarvin
0,Norpete,Norpete:barbjungr,29585508,barbjungr
0,TankSchottle,TankSchottle:benpershing,106514937,benpershing
0,ByBrianBennett,ByBrianBennett:coreyyow,25778474,coreyyow
1,ByBrianBennett,ByBrianBennett:justinsink,346197350,justinsink
2,ByBrianBennett,ByBrianBennett:CaitrionaPerry,115464939,CaitrionaPerry
3,ByBrianBennett,ByBrianBennett:clairetrageser,15985600,clairetrageser
0,boschbot,boschbot:tagaq,75065396,tagaq
0,AdulteRus,AdulteRus:lauradreyfuss,354108952,lauradreyfuss
0,TxFOIFT,TxFOIFT:ElaineAyala,21583191,ElaineAyala
0,dmccabe,dmccabe:ceciliakang,16317567,ceciliakang
1,dmccabe,dmccabe:UPSPolicy,2571582085,UPSPolicy
2,dmccabe,dmccabe:isaacleep,216695058,isaacleep
0,rebeccazisser,rebeccazisser:asduner,281348032,asduner
0,sarafischer,sarafischer:mattizcoop,11384102,mattizcoop
1,sarafischer,sarafischer:JuddLegum,15464697,JuddLegum
0,ShaunaReporter,ShaunaReporter:TasneemN,45814173,TasneemN
1,ShaunaReporter,ShaunaReporter:MSFT_Business,19795404,MSFT_Business
2,ShaunaReporter,ShaunaReporter:KelseyProud,15504419,KelseyProud
0,ad_quig,ad_quig:JordanAbudayyeh,2527783074,JordanAbudayyeh
1,ad_quig,ad_quig:KelseyProud,15504419,KelseyProud
0,Salem_Solomon,Salem_Solomon:FemiOke,109669677,FemiOke
1,Salem_Solomon,Salem_Solomon:VOAAfrica,34006192,VOAAfrica
0,tonypaulway,tonypaulway:MissJoHartley,367694978,MissJoHartley
0,thericeman,thericeman:MelissaAFrancis,29515247,MelissaAFrancis
1,thericeman,thericeman:ira,20926233,ira
0,dansaltzstein,dansaltzstein:edunkel,15069482,edunkel
1,dansaltzstein,dansaltzstein:aoscott,109275829,aoscott
0,DoranyPineda90,DoranyPineda90:isaacleep,216695058,isaacleep
0,AlexHoyt86,AlexHoyt86:JonLeeWriter,85176098,JonLeeWriter
0,sebmodak,sebmodak:PaulGrondahl,202709969,PaulGrondahl
0,KannoYoungs,KannoYoungs:zainabshah,36007510,zainabshah
1,KannoYoungs,KannoYoungs:ceciliakang,16317567,ceciliakang
2,KannoYoungs,KannoYoungs:dansaltzstein,37104983,dansaltzstein
3,KannoYoungs,KannoYoungs:margheritamvs,47793869,margheritamvs
0,SteveAdubato,SteveAdubato:CNNTonight,2415053456,CNNTonight
1,SteveAdubato,SteveAdubato:KirstenHaglund,38528836,KirstenHaglund
2,SteveAdubato,SteveAdubato:anisamhusain,192118416,anisamhusain
0,ChrisIseman,ChrisIseman:audiomack,395443213,audiomack
0,africandomain,africandomain:TefoMohapi,272432153,TefoMohapi
0,CristianRus4,CristianRus4:LadyFitnessMAD,330679563,LadyFitnessMAD
0,annieclark25,annieclark25:jameshohmann,24439201,jameshohmann
0,larry_ryan,larry_ryan:TheIndyBusiness,540026765,TheIndyBusiness
1,larry_ryan,larry_ryan:peter1fahy,707785728,peter1fahy
2,larry_ryan,larry_ryan:hermionehoby,20729710,hermionehoby
0,bensailer,bensailer:tweeting_keith,20326811,tweeting_keith
0,miadegraaf,miadegraaf:Circleof6app,401988641,Circleof6app
1,miadegraaf,miadegraaf:BBCNewsPR,1157734974,BBCNewsPR
2,miadegraaf,miadegraaf:ChrisDHWaugh,234837692,ChrisDHWaugh
0,KarlMathiesen,KarlMathiesen:BenOquist,24335974,BenOquist
1,KarlMathiesen,KarlMathiesen:NafeezAhmed,110692399,NafeezAhmed
0,pcheung630,pcheung630:TeeMcSee,481324580,TeeMcSee
1,pcheung630,pcheung630:adamschreck,23337658,adamschreck
2,pcheung630,pcheung630:dorrine,14862077,dorrine
0,GWU_NewYorkCity,GWU_NewYorkCity:Danielleri,45487007,Danielleri
0,aaww,aaww:parisreview,71256932,parisreview
1,aaww,aaww:AditiJuneja3,545630206,AditiJuneja3
0,katiehawk,katiehawk:isaacleep,216695058,isaacleep
0,losowsky,losowsky:dorrine,14862077,dorrine
0,Socke,Socke:DeutschePostDHL,197352549,DeutschePostDHL
0,JOppolzer,JOppolzer:DeutschePostDHL,197352549,DeutschePostDHL
0,mebuell,mebuell:jangles,47973,jangles
1,mebuell,mebuell:amir_anasr,493756786,amir_anasr
2,mebuell,mebuell:PIRegistry,1091109457,PIRegistry
3,mebuell,mebuell:CBCDay6,177276897,CBCDay6
0,wendyranderson,wendyranderson:votevets,16513335,votevets
0,Dom_Pepin,Dom_Pepin:tweeting_keith,20326811,tweeting_keith
0,EcoMakelaar,EcoMakelaar:PostcodeLottery,21310583,PostcodeLottery
0,mkvaalst,mkvaalst:Cordaid,21387354,Cordaid
0,KatrineBussey,KatrineBussey:circleeconomy,478597619,circleeconomy
1,KatrineBussey,KatrineBussey:Torcuil,27844589,Torcuil
0,emmaailes,emmaailes:CharlieElphicke,54515428,CharlieElphicke
0,ChrisDavies49,ChrisDavies49:LOS_Fisher,412978698,LOS_Fisher
0,adnanaldaher,adnanaldaher:yasserashour95,355890958,yasserashour95
0,lincsblogger,lincsblogger:GranthamTarget,2837904345,GranthamTarget
1,lincsblogger,lincsblogger:LincsLive,300767533,LincsLive
2,lincsblogger,lincsblogger:ELindseyTarget,545918119,ELindseyTarget
0,PatrickAnidjar,PatrickAnidjar:kimwillsher1,239964092,kimwillsher1
1,PatrickAnidjar,PatrickAnidjar:tracicarl,154281594,tracicarl
0,MarioRossiReims,MarioRossiReims:vvantighem,330318524,vvantighem
0,thomas_hicks,thomas_hicks:nickcivetta,524074356,nickcivetta
0,CaseyBriggs,CaseyBriggs:isobelroe,28537321,isobelroe
0,Anthony_htimS,Anthony_htimS:isobelroe,28537321,isobelroe
0,BraxtonCook,BraxtonCook:audiomack,395443213,audiomack
1,BraxtonCook,BraxtonCook:jacobdhorowitz,350633389,jacobdhorowitz
0,aamnamohdin,aamnamohdin:rpbp,13168412,rpbp
1,aamnamohdin,aamnamohdin:CBCDay6,177276897,CBCDay6
0,engfeld,engfeld:ihkberlin,90597236,ihkberlin
0,WedelPerle,WedelPerle:ihkberlin,90597236,ihkberlin
0,katherinecrime,katherinecrime:SJ_Watson,14318401,SJ_Watson
0,SavLocal,SavLocal:anisamhusain,192118416,anisamhusain
1,SavLocal,SavLocal:kimwillsher1,239964092,kimwillsher1
0,reporterjulie,reporterjulie:elizabeth2863,18261382,elizabeth2863
1,reporterjulie,reporterjulie:ElaineAyala,21583191,ElaineAyala
2,reporterjulie,reporterjulie:jessicalipscomb,296495650,jessicalipscomb
0,markstrippel,markstrippel:bobbyfriction,19663660,bobbyfriction
0,MENTOR_Hq,MENTOR_Hq:PMIgov,2151598026,PMIgov
0,slaskow,slaskow:zainabshah,36007510,zainabshah
0,RaRapoport,RaRapoport:elteng12,2372948196,elteng12
0,MackenzieMays,MackenzieMays:DanCALmatters,439717095,DanCALmatters
0,BunnyColl,BunnyColl:jameshohmann,24439201,jameshohmann
0,JonathanLaNauze,JonathanLaNauze:takvera,30644410,takvera
1,JonathanLaNauze,JonathanLaNauze:BenOquist,24335974,BenOquist
0,jaysonrodriguez,jaysonrodriguez:audiomack,395443213,audiomack
0,christianputsch,christianputsch:Cordaid,21387354,Cordaid
0,hagerhoo,hagerhoo:benpershing,106514937,benpershing
1,hagerhoo,hagerhoo:JimLaPorta,2575205850,JimLaPorta
0,abgutman,abgutman:Knibbs,207579675,Knibbs
0,BrettSholtis,BrettSholtis:nancyrockland,55061848,nancyrockland
0,LeighAOwens,LeighAOwens:PaulBlu,14276218,PaulBlu
1,LeighAOwens,LeighAOwens:aedwardslevy,23908154,aedwardslevy
0,derek_m_norman,derek_m_norman:dansaltzstein,37104983,dansaltzstein
0,amyep9,amyep9:baynardwoods,382698473,baynardwoods
1,amyep9,amyep9:hels,15676413,hels
0,mlbaruchman,mlbaruchman:jaysbookman,21684595,jaysbookman
1,mlbaruchman,mlbaruchman:KelseyProud,15504419,KelseyProud
0,LilyBaileyUK,LilyBaileyUK:louistheroux,76351820,louistheroux
1,LilyBaileyUK,LilyBaileyUK:DaveRowntree,5910492,DaveRowntree
2,LilyBaileyUK,LilyBaileyUK:mentalhealth,80294798,mentalhealth
0,HughMcDiarmid,HughMcDiarmid:michpoligal,30289355,michpoligal
0,BoxRec_Canada,BoxRec_Canada:MorganPCampbell,94411354,MorganPCampbell
0,jenniferjustus,jenniferjustus:hels,15676413,hels
0,baburoset,baburoset:hels,15676413,hels
0,PriyankaMantha,PriyankaMantha:SarahEMcBride,272191896,SarahEMcBride
0,josh_sey,josh_sey:MrRobertNisbet,16591979,MrRobertNisbet
1,josh_sey,josh_sey:bethanyrutter,1675284572,bethanyrutter
0,Steven_A_Altman,Steven_A_Altman:DeutschePostDHL,197352549,DeutschePostDHL
0,vonny_bravo,vonny_bravo:IamSusieMiller,427783053,IamSusieMiller
0,DaveyLockhart,DaveyLockhart:MrRobertNisbet,16591979,MrRobertNisbet
1,DaveyLockhart,DaveyLockhart:UofGlasgow,19760151,UofGlasgow
0,love_lincs,love_lincs:LincsLive,300767533,LincsLive
0,LouthTraders,LouthTraders:ELindseyTarget,545918119,ELindseyTarget
0,DrMattBrearley,DrMattBrearley:takvera,30644410,takvera
0,JamieSmythF,JamieSmythF:JP_Riseborough,308480059,JP_Riseborough
1,JamieSmythF,JamieSmythF:TBraithwaite,30980068,TBraithwaite
0,GavinDFernando,GavinDFernando:nadiasdaly,255320178,nadiasdaly
0,GrecianFormula,GrecianFormula:MelissaAFrancis,29515247,MelissaAFrancis
0,RonNehring,RonNehring:EPP,93687642,EPP
0,YogiBerra_bot,YogiBerra_bot:nntaleb,381289719,nntaleb
0,primroseriordan,primroseriordan:nadiasdaly,255320178,nadiasdaly
1,primroseriordan,primroseriordan:kemc,16049944,kemc
0,cameronwilson,cameronwilson:CaseyBriggs,14461561,CaseyBriggs
1,cameronwilson,cameronwilson:BenOquist,24335974,BenOquist
0,Historic_Ally,Historic_Ally:IamSusieMiller,427783053,IamSusieMiller
0,RichardCBeasley,RichardCBeasley:CaseyBriggs,14461561,CaseyBriggs
1,RichardCBeasley,RichardCBeasley:ellenmfanning,242666205,ellenmfanning
0,TomTilley,TomTilley:BenOquist,24335974,BenOquist
0,AylaMajid,AylaMajid:FCOPeterAbbott,2549503412,FCOPeterAbbott
0,SarahGeorgina68,SarahGeorgina68:FCOPeterAbbott,2549503412,FCOPeterAbbott
0,AbbiePhysio,AbbiePhysio:FCOPeterAbbott,2549503412,FCOPeterAbbott
0,DanLGolden,DanLGolden:reporterdavidj,263334780,reporterdavidj
0,VickyPJWard,VickyPJWard:JimLaPorta,2575205850,JimLaPorta
0,natashadoff,natashadoff:KevinRothrock,117856715,KevinRothrock
0,GaryRSilverman,GaryRSilverman:MalcolmMoore,14745264,MalcolmMoore
1,GaryRSilverman,GaryRSilverman:jacobdhorowitz,350633389,jacobdhorowitz
0,bkavoussi,bkavoussi:M_C_Klein,961132338,M_C_Klein
0,IrenosenOkojie,IrenosenOkojie:bethanyrutter,1675284572,bethanyrutter
0,gareth_ham,gareth_ham:EPP,93687642,EPP
0,Kattner_C,Kattner_C:EPP,93687642,EPP
0,SoundingBoardEp,SoundingBoardEp:nadiasdaly,255320178,nadiasdaly
1,SoundingBoardEp,SoundingBoardEp:VinceRugari,18885134,VinceRugari
0,fcbusiness,fcbusiness:MorganPCampbell,94411354,MorganPCampbell
1,fcbusiness,fcbusiness:AFCWimbledon,14138143,AFCWimbledon
2,fcbusiness,fcbusiness:SpheraSports,593588008,SpheraSports
0,AndrewHeslop,AndrewHeslop:ausoftheyear,324663673,ausoftheyear
0,taval,taval:ewolff,15058614,ewolff
0,wuschey,wuschey:ewolff,15058614,ewolff
0,klinkhart,klinkhart:SOZIALHELDEN,19111632,SOZIALHELDEN
0,EUROPEDIRECTLSP,EUROPEDIRECTLSP:EPP,93687642,EPP
1,EUROPEDIRECTLSP,EUROPEDIRECTLSP:EURLex,294028805,EURLex
2,EUROPEDIRECTLSP,EUROPEDIRECTLSP:EP_Development,1227578250,EP_Development
0,MakriMakri,MakriMakri:tvxs,18834081,tvxs
0,EURLex,EURLex:AlMissionEU,2469570834,AlMissionEU
0,vandermey,vandermey:danahull,128288109,danahull
0,chrisecrowley,chrisecrowley:mariayagoda,377075543,mariayagoda
0,16MillionRising,16MillionRising:BenedictGarrett,597396731,BenedictGarrett
0,JessicaSebeok,JessicaSebeok:tenementmuseum,15383825,tenementmuseum
0,divadujour,divadujour:JulieAnnSilver,26339945,JulieAnnSilver
0,BrockVergakis,BrockVergakis:DavidTeelatDP,185385165,DavidTeelatDP
1,BrockVergakis,BrockVergakis:JimLaPorta,2575205850,JimLaPorta
0,juliebux,juliebux:talexander,14259771,talexander
1,juliebux,juliebux:Carmesancheeses,15140713,Carmesancheeses
0,Brand_Innovator,Brand_Innovator:MediaLiteracyEd,180467395,MediaLiteracyEd
1,Brand_Innovator,Brand_Innovator:mckra1g,28429455,mckra1g
2,Brand_Innovator,Brand_Innovator:Localytics,23004297,Localytics
0,SopanDeb,SopanDeb:JoeNBC,21619519,JoeNBC
1,SopanDeb,SopanDeb:andykopsa,103905161,andykopsa
2,SopanDeb,SopanDeb:WillOremus,154016912,WillOremus
3,SopanDeb,SopanDeb:SladeDouglas,124374215,SladeDouglas
0,darrensands,darrensands:benpershing,106514937,benpershing
1,darrensands,darrensands:juliareinstein,219718241,juliareinstein
0,ErinDMurphy,ErinDMurphy:ARobertsjourno,712030506,ARobertsjourno
0,andy_abeyta,andy_abeyta:qctimes,10613072,qctimes
0,EvanRRiggs,EvanRRiggs:qctimes,10613072,qctimes
0,lambsenglish,lambsenglish:DaneBaptweets,304077453,DaneBaptweets
1,lambsenglish,lambsenglish:spikesmag,769097582,spikesmag
0,GlobalAthleteHQ,GlobalAthleteHQ:ericawiebe,373984099,ericawiebe
0,JedediahSPurdy,JedediahSPurdy:d_simas,458525164,d_simas
1,JedediahSPurdy,JedediahSPurdy:hermionehoby,20729710,hermionehoby
0,CareyPenaTV,CareyPenaTV:Childhelp,19673972,Childhelp
1,CareyPenaTV,CareyPenaTV:SeanParnellUSA,701825647,SeanParnellUSA
2,CareyPenaTV,CareyPenaTV:MMoon_WREG3,20552696,MMoon_WREG3
3,CareyPenaTV,CareyPenaTV:RichNegrin,87732141,RichNegrin
0,SamRoe,SamRoe:charlyhaley,303046514,charlyhaley
0,bhardymon,bhardymon:MikeyNoWay,23078191,MikeyNoWay
0,MohanadElshieky,MohanadElshieky:ACLU_SoCal,46232477,ACLU_SoCal
1,MohanadElshieky,MohanadElshieky:almmura,518251805,almmura
0,TiernanDouieb,TiernanDouieb:KatyFBrand,32876983,KatyFBrand
1,TiernanDouieb,TiernanDouieb:ramitanavai,257078684,ramitanavai
2,TiernanDouieb,TiernanDouieb:Green_Footballs,21785215,Green_Footballs
0,Patrick0sborne,Patrick0sborne:ramitanavai,257078684,ramitanavai
0,Sashadfrost,Sashadfrost:DaneBaptweets,304077453,DaneBaptweets
1,Sashadfrost,Sashadfrost:mammothscreen,97940055,mammothscreen
0,PadraicRTE,PadraicRTE:CaitrionaPerry,115464939,CaitrionaPerry
0,JDevermont,JDevermont:sikenye,137445561,sikenye
0,RayRo77,RayRo77:SarahEMcBride,272191896,SarahEMcBride
1,RayRo77,RayRo77:igorvolsky,16002085,igorvolsky
0,DCCajun,DCCajun:pvercammencnn,151116120,pvercammencnn
0,AlexSamuelsx5,AlexSamuelsx5:elizabeth2863,18261382,elizabeth2863
1,AlexSamuelsx5,AlexSamuelsx5:ElaineAyala,21583191,ElaineAyala
0,prsarahevans,prsarahevans:8NewsNow,15593696,8NewsNow
1,prsarahevans,prsarahevans:EricCarvin,17820399,EricCarvin
2,prsarahevans,prsarahevans:BenReininga,17114911,BenReininga
3,prsarahevans,prsarahevans:mirandan247,18615231,mirandan247
0,muznadureid,muznadureid:Milia1,60568628,Milia1
0,alexis_laff,alexis_laff:DeutschePostDHL,197352549,DeutschePostDHL
1,alexis_laff,alexis_laff:UNDPNorway,756895303,UNDPNorway
0,amotiteacher,amotiteacher:iateflonline,17447359,iateflonline
0,RCTCAB,RCTCAB:AssemblyWales,29462762,AssemblyWales
0,UKCharityTues,UKCharityTues:switchboardLGBT,19642497,switchboardLGBT
0,lecastormag,lecastormag:assoAIDES,61163285,assoAIDES
0,contactADHEOS,contactADHEOS:assoAIDES,61163285,assoAIDES
0,MikaelZenouda,MikaelZenouda:assoAIDES,61163285,assoAIDES
0,garsbreizoo,garsbreizoo:assoAIDES,61163285,assoAIDES
0,LaurenARickards,LaurenARickards:takvera,30644410,takvera
0,RodBryans,RodBryans:JEPnews,82366019,JEPnews
0,Emmett_UCLALaw,Emmett_UCLALaw:EURLex,294028805,EURLex
0,MaggieCaroline1,MaggieCaroline1:JimLaPorta,2575205850,JimLaPorta
0,Jenkinsbd,Jenkinsbd:JBWolfsthal,541858751,JBWolfsthal
0,PayneFellowship,PayneFellowship:doscareers,21915158,doscareers
0,OneVibeAfrica,OneVibeAfrica:d_simas,458525164,d_simas
0,jenpeders,jenpeders:4noura,88846611,4noura
1,jenpeders,jenpeders:LindaDuncanMP,62909691,LindaDuncanMP
0,IRWorldwide,IRWorldwide:UNDPYemen,251237644,UNDPYemen
0,ckulikulikowski,ckulikulikowski:francebleuazur,103039725,francebleuazur
1,ckulikulikowski,ckulikulikowski:maligorne,182328472,maligorne
0,StrickerNonpro,StrickerNonpro:mike_giglio,244743317,mike_giglio
0,SergiCorbalan,SergiCorbalan:Cordaid,21387354,Cordaid
0,devrafirst,devrafirst:WayeMason,15495778,WayeMason
1,devrafirst,devrafirst:pete_wells,18228075,pete_wells
2,devrafirst,devrafirst:JulieAnnSilver,26339945,JulieAnnSilver
0,sbarisgulmez,sbarisgulmez:Akcapar,65130286,Akcapar
0,lkherman,lkherman:rpbp,13168412,rpbp
0,Sticka,Sticka:jacobdhorowitz,350633389,jacobdhorowitz
0,RealTayChaTLC,RealTayChaTLC:JulieAnnSilver,26339945,JulieAnnSilver
0,iskwe,iskwe:marjoriedowhos,409590408,marjoriedowhos
1,iskwe,iskwe:LanaGay,83446962,LanaGay
0,preiffmiller,preiffmiller:Heifer,18225966,Heifer
0,anniebergman,anniebergman:Heifer,18225966,Heifer
0,homehq,homehq:Syracuse1848,871951412,Syracuse1848
0,AndreMiccons,AndreMiccons:SabatucciEU,575388640,SabatucciEU
0,NYSenAntonacci,NYSenAntonacci:Syracuse1848,871951412,Syracuse1848
0,NaemaAhmed,NaemaAhmed:JGreenDC,297690193,JGreenDC
1,NaemaAhmed,NaemaAhmed:asduner,281348032,asduner
0,juliet_bartz,juliet_bartz:JGreenDC,297690193,JGreenDC
0,JeremyLittau,JeremyLittau:heycori,16145248,heycori
0,ctbarna,ctbarna:JGreenDC,297690193,JGreenDC
1,ctbarna,ctbarna:asduner,281348032,asduner
0,GillBranstetter,GillBranstetter:SarahEMcBride,272191896,SarahEMcBride
0,jmestepa,jmestepa:ryanmercer1,14275430,ryanmercer1
1,jmestepa,jmestepa:benpershing,106514937,benpershing
0,asduner,asduner:JGreenDC,297690193,JGreenDC
1,asduner,asduner:BKilmartinIT,1581831332,BKilmartinIT
2,asduner,asduner:KelseyProud,15504419,KelseyProud
0,abrowntable,abrowntable:mariayagoda,377075543,mariayagoda
0,ev_rat,ev_rat:tracyweber,14480203,tracyweber
0,BrooksEntwistle,BrooksEntwistle:Lkhagva,16777778,Lkhagva
0,MichaelRoddan,MichaelRoddan:JP_Riseborough,308480059,JP_Riseborough
0,LindseyMiller87,LindseyMiller87:kemc,16049944,kemc
0,barbarachai,barbarachai:shinangovani,21513363,shinangovani
0,dankaufman70,dankaufman70:PaulBlu,14276218,PaulBlu
1,dankaufman70,dankaufman70:IChotiner,571297251,IChotiner
2,dankaufman70,dankaufman70:ARobertsjourno,712030506,ARobertsjourno
0,jeremy_keehn,jeremy_keehn:parisreview,71256932,parisreview
0,RGGonzales1,RGGonzales1:WangCecillia,1561608704,WangCecillia
0,rbbrenner,rbbrenner:zainabshah,36007510,zainabshah
1,rbbrenner,rbbrenner:DMJreports,574829891,DMJreports
0,FrankLoMonte,FrankLoMonte:MediaLiteracyEd,180467395,MediaLiteracyEd
1,FrankLoMonte,FrankLoMonte:educationweek,15147042,educationweek
2,FrankLoMonte,FrankLoMonte:USCGouldLaw,114865774,USCGouldLaw
0,AdamCommentism,AdamCommentism:EricCarvin,17820399,EricCarvin
1,AdamCommentism,AdamCommentism:AshleyCodianni,208736091,AshleyCodianni
0,asmenext,asmenext:elteng12,2372948196,elteng12
0,TamEdwards6abc,TamEdwards6abc:Livestream,6375322,Livestream
0,ramitanavai,ramitanavai:mike_giglio,244743317,mike_giglio
1,ramitanavai,ramitanavai:JimLaPorta,2575205850,JimLaPorta
0,selinpthomas,selinpthomas:parisreview,71256932,parisreview
1,selinpthomas,selinpthomas:ranasweis,14482087,ranasweis
0,stevecrawshaw,stevecrawshaw:ramitanavai,257078684,ramitanavai
0,AlyssaCoppelman,AlyssaCoppelman:DownSmileyFace,268261327,DownSmileyFace
0,SusanAlzner,SusanAlzner:UNDPNorway,756895303,UNDPNorway
0,nihalmehta,nihalmehta:bobbyfriction,19663660,bobbyfriction
0,gestalterhuette,gestalterhuette:DeutschePostDHL,197352549,DeutschePostDHL
0,glsbank,glsbank:ewolff,15058614,ewolff
0,ZelYassini,ZelYassini:RemkoTheulings,23744937,RemkoTheulings
0,cmcengelaar,cmcengelaar:Sywert,25055134,Sywert
0,emmanuelriviere,emmanuelriviere:PE_FRANCE,1327061083,PE_FRANCE
0,HuRiCareers,HuRiCareers:anisamhusain,192118416,anisamhusain
1,HuRiCareers,HuRiCareers:anniecannons,2835634754,anniecannons
2,HuRiCareers,HuRiCareers:LeylaHussein,224139959,LeylaHussein
0,OxfordDiplomat,OxfordDiplomat:Sywert,25055134,Sywert
0,SamOnTheRoad,SamOnTheRoad:NafeezAhmed,110692399,NafeezAhmed
0,Dimi,Dimi:mike_giglio,244743317,mike_giglio
1,Dimi,Dimi:JBWolfsthal,541858751,JBWolfsthal
2,Dimi,Dimi:motomatano,753063696549556224,motomatano
3,Dimi,Dimi:jerryspringer,300506276,jerryspringer
0,eshugerman,eshugerman:ungarino,599362583,ungarino
1,eshugerman,eshugerman:scottbix,148116121,scottbix
2,eshugerman,eshugerman:juliareinstein,219718241,juliareinstein
0,StraightTie,StraightTie:MrRobertNisbet,16591979,MrRobertNisbet
1,StraightTie,StraightTie:LOS_Fisher,412978698,LOS_Fisher
0,henrymcdonald,henrymcdonald:CaitrionaPerry,115464939,CaitrionaPerry
0,NewsUKArchives,NewsUKArchives:indiaknight,19588385,indiaknight
0,ParisaMehran,ParisaMehran:iateflonline,17447359,iateflonline
0,aelizabethclark,aelizabethclark:4noura,88846611,4noura
1,aelizabethclark,aelizabethclark:Circleof6app,401988641,Circleof6app
0,prekan2000,prekan2000:davidblawal,389484975,davidblawal
0,richardhyde99,richardhyde99:UKinVenezuela,143848629,UKinVenezuela
0,GabrielMariya,GabrielMariya:PE_FRANCE,1327061083,PE_FRANCE
0,aliciawallace,aliciawallace:DavidMDrucker,104299137,DavidMDrucker
1,aliciawallace,aliciawallace:dailycamera,14504258,dailycamera
0,JimNeff4,JimNeff4:edunkel,15069482,edunkel
0,mattholt33,mattholt33:benpershing,106514937,benpershing
0,AlmostMedia,AlmostMedia:nadinecourtney,14629186,nadinecourtney
1,AlmostMedia,AlmostMedia:sorayadarabi,10032112,sorayadarabi
0,ehekler,ehekler:ibmmobile,289502013,ibmmobile
0,siggajonsdottir,siggajonsdottir:BenReininga,17114911,BenReininga
0,MdellW,MdellW:ira,20926233,ira
0,smassellsings,smassellsings:MattfDoyle,62995159,MattfDoyle
0,MereNewman,MereNewman:RectorSun,292521710,RectorSun
1,MereNewman,MereNewman:kylegrantham,29894847,kylegrantham
2,MereNewman,MereNewman:juliareinstein,219718241,juliareinstein
0,UNDPNorway,UNDPNorway:UNDPYemen,251237644,UNDPYemen
0,tdiez_tuebingen,tdiez_tuebingen:UNDPNorway,756895303,UNDPNorway
0,JayRuderman,JayRuderman:USCGouldLaw,114865774,USCGouldLaw
0,orly1455,orly1455:kguerrerocnn,487656295,kguerrerocnn
0,WSAZfabrizio,WSAZfabrizio:coreyyow,25778474,coreyyow
0,SindithK,SindithK:amal_is_hope,17928992,amal_is_hope
0,emilyjodell,emilyjodell:JillLanglois,25469636,JillLanglois
1,emilyjodell,emilyjodell:Lkhagva,16777778,Lkhagva
2,emilyjodell,emilyjodell:FarangisN,211205245,FarangisN
0,jackiepuskas,jackiepuskas:Mosheh,14153020,Mosheh
1,jackiepuskas,jackiepuskas:suvCBS,16261201,suvCBS
0,alneuhauser,alneuhauser:RectorSun,292521710,RectorSun
1,alneuhauser,alneuhauser:pederanker,312176262,pederanker
2,alneuhauser,alneuhauser:RepTedLieu,3044993235,RepTedLieu
0,AlexSchriver,AlexSchriver:benpershing,106514937,benpershing
1,AlexSchriver,AlexSchriver:mirandan247,18615231,mirandan247
2,AlexSchriver,AlexSchriver:BrentScher,34771939,BrentScher
0,BDPA,BDPA:doscareers,21915158,doscareers
0,JoshundaSanders,JoshundaSanders:daltonlaferney,331660563,daltonlaferney
0,thedanielwebb,thedanielwebb:briangaar,18952476,briangaar
0,blrshepherd,blrshepherd:benpershing,106514937,benpershing
1,blrshepherd,blrshepherd:juliareinstein,219718241,juliareinstein
0,LaurenYoung,LaurenYoung:benpershing,106514937,benpershing
0,Joe_Mayes,Joe_Mayes:Brexit,774195721000087552,Brexit
0,markseibel,markseibel:isaacleep,216695058,isaacleep
0,hannahdreier,hannahdreier:markberman,16893929,markberman
0,jeffgiertz,jeffgiertz:justinsink,346197350,justinsink
0,RichardMcLellan,RichardMcLellan:BirdNoteRadio,111359139,BirdNoteRadio
0,farmingforever,farmingforever:BenOquist,24335974,BenOquist
0,ReneeLibby2,ReneeLibby2:brianrayguitar,29770862,brianrayguitar
0,lancegould,lancegould:davidblawal,389484975,davidblawal
1,lancegould,lancegould:KatePeople,318535212,KatePeople
